Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2018-08-05;0;966,9;12,6;34,3;25,2;15,8;48,8;26;7,5;1,5;
2018-08-06;0;968,3;13,1;33,7;26,4;18,1;46,2;27;9,1;2;
2018-08-07;0;968,7;13,3;33,5;26,4;17,6;46,6;26;9,4;1,9;
2018-08-08;0;969,4;13,8;34;26,7;19,4;47,3;27;9;1,9;
2018-08-09;0;969,3;13,9;33,2;26,1;20,5;48,7;28;9,1;1,7;
2018-08-10;0;968,7;13,6;34,1;25,8;16,7;49,2;27;8;1,4;
2018-08-11;0;969,1;14,3;34,4;25,6;19,7;51,6;27;6,8;1,3;
2018-08-12;0;968,7;15;34,1;25,4;18,4;55,2;29;6,7;1,2;
2018-08-13;0;967,2;15,5;34,2;26,1;19,4;53,8;29;12,1;1,3;
2018-08-14;0;967,2;15;34,3;27;22,4;50,1;29;7,6;1,5;
2018-08-15;0;968,5;12,4;34,3;26,2;17,4;44,8;23;8,4;1,5;
2018-08-16;0;970,2;12,9;34,7;26,2;17,9;45,9;26;8,9;1,7;
2018-08-17;0;970,7;13,4;33,9;27,1;20,3;45,1;26;9,5;2;
2018-08-18;0;970,4;13,2;32,5;26;20;46,8;29;9,8;2,6;
2018-08-19;0;970;13,9;32,2;26;20,3;48,3;32;10,9;2,6;
2018-08-20;0;970,4;13,5;33,2;26,4;19;46,9;27;10,7;2,5;
2018-08-21;0;970,1;13,7;32,6;26,3;20,3;47,6;29;10,8;2,7;
2018-08-22;0;969,6;13,7;33,5;26,4;19,8;48,3;26;10,5;2,4;
2018-08-23;0;968,4;13,3;33,9;26,4;20,1;47,1;23;10,4;2,7;
2018-08-24;0;968,3;13;33,5;27;19,3;44;24;10,3;2,7;
2018-08-25;0;968,8;13,9;34,7;27,4;20,7;45,8;26;9;2,4;
2018-08-26;0;968,7;12,7;34,3;26,9;19,8;44,6;22;12,4;2,7;
2018-08-27;0;968,3;11,4;32,9;26,4;18,7;40,3;26;12,7;2,6;
2018-08-28;0;968,8;12,5;33,2;26,7;20,5;43,5;24;10,3;2,4;
2018-08-29;0;968,9;13,1;33;26,2;21,1;45,5;30;11,4;3,3;
2018-08-30;0;967,9;13,2;32,1;25,4;20,5;48,7;30;12,5;3,1;
2018-08-31;0;967,1;12,8;33,2;25,5;19,5;48,2;25;9,6;2,5;
2018-09-01;0;967,4;14,4;32,7;25,9;18,6;51,6;29;9;2;
2018-09-02;0;966,9;14,8;34,3;27,3;20,9;48,2;30;9,3;2,2;
2018-09-03;0;966,7;15,6;34,5;27,4;22;50,7;28;7,9;2,1;
2018-09-04;0;964,7;14,7;35,9;27,5;19,2;47,6;28;7,8;1,5;
2018-09-05;0;965,9;15,7;35;27,4;20,2;50,8;31;7,2;1,2;
2018-09-06;0;967,4;15,6;34,2;27,3;22,6;51,1;28;7,6;1,7;
2018-09-07;0;967,6;14,1;33,7;27,7;22;44,8;28;10,9;2,9;
2018-09-08;0;967,3;12,5;33,2;26,5;21,1;43,4;25;10,5;2,9;
2018-09-09;0;966,8;13,5;34,6;27;19,8;45,8;25;10,4;2,6;
2018-09-10;0;967;15,7;34,4;27,1;22;52;31;11,1;2,2;
2018-09-11;0;967,2;15;34,1;27,3;21,5;48,5;31;8,3;2,3;
2018-09-12;0;967,1;13,8;35,3;27,9;19,7;44;26;8,8;2;
2018-09-13;0;967,2;10,3;33,9;27,5;21,6;34,3;26;10;2,5;
2018-09-14;0;965,8;12,4;34;26,7;18,8;43,2;26;9,3;2,1;
2018-09-15;0;965,9;12,6;34,8;26,7;18,3;44;25;8,7;2;
2018-09-16;0;965,8;14,3;35,8;27,5;19,6;46,1;29;8,4;1,6;
2018-09-17;0;965,7;14,6;36,4;27,8;20,5;47,2;22;8;1,5;
2018-09-18;0;965,8;14,2;35,6;28;18,9;44,5;27;9;2;
2018-09-19;0;966,4;14,9;36;28,2;21,5;45,8;28;8,9;2,2;
2018-09-20;0;967;14,7;34,2;27,8;20,8;46,1;30;9,1;2;
2018-09-21;0;966,7;14;35;28,4;21,6;43,1;27;10,1;2,1;
2018-09-22;0;965,2;13,5;35,9;28,5;19,9;41,9;24;7;1,8;
2018-09-23;0;965,2;14,2;36;28,4;20,1;44;24;7,9;1,7;
2018-09-24;0;965,8;15,5;35,2;28,5;23;46,6;29;8;1,8;
2018-09-25;0;965,6;16;34,9;28,3;23,1;48,7;30;9,4;1,9;
2018-09-26;0;965;15;35,6;28,8;21,9;44,8;26;8,8;2;
2018-09-27;0;965,7;13,3;35,8;28,2;19,4;42;25;8,3;1,9;
2018-09-28;0;965,8;13,6;35,5;27,6;19,2;44,2;24;7,4;1,4;
2018-09-29;null;null;null;null;null;20,5;38,5;21;6,4;null;
2018-09-30;null;null;null;null;null;null;42,4;25;8;null;
2018-10-01;null;null;null;null;null;null;38,8;25;8,5;null;
2018-10-02;null;null;null;null;null;null;null;22;8,5;null;
2018-10-03;null;null;null;null;null;null;null;27;6,9;null;
2018-10-04;null;null;null;null;null;null;44,3;29;6,8;null;
2018-10-05;null;null;null;null;null;null;null;32;6,2;null;
2018-10-06;null;null;null;null;null;null;null;33;7;null;
2018-10-07;null;null;null;null;null;null;null;27;8,2;null;
2018-10-08;null;null;null;null;null;null;39,1;23;9,2;null;
2018-10-09;null;null;null;null;null;null;null;19;8,9;null;
2018-10-10;null;null;null;null;null;null;null;27;7,9;null;
2018-10-11;null;null;null;null;null;null;null;28;8,3;null;
2018-10-12;null;null;null;null;null;null;null;27;8;null;
2018-10-13;null;null;null;null;null;null;null;29;7,3;null;
2018-10-14;null;null;null;null;null;null;45,4;32;6,4;null;
2018-10-15;null;null;null;null;null;null;null;36;6,4;null;
2018-10-16;null;null;null;null;null;null;55,3;43;6,1;null;
2018-10-17;null;null;null;null;null;null;49,8;36;6,9;null;
2018-10-18;null;null;null;null;null;null;null;38;9,9;null;
2018-10-19;null;null;null;null;null;null;42;30;6,7;null;
2018-10-20;null;null;null;null;null;null;null;27;6,7;null;
2018-10-21;null;null;null;null;null;null;null;32;5,5;null;
2018-10-22;null;null;null;null;null;null;null;32;9;null;
2018-10-23;null;null;null;null;null;null;30,9;14;8,6;null;
2018-10-24;,4;966;10,5;36,5;29,9;22,7;33;14;8,3;2;
2018-10-25;0;964,8;11,2;37,2;29,4;21,6;35,5;15;9,4;1,7;
2018-10-26;0;964,2;13,1;37,6;29,4;23,7;40,2;17;6,6;1,3;
2018-10-27;0;964;15,6;36,5;28,8;23,6;48,5;23;7,5;1,6;
2018-10-28;0;964,4;15,2;36,8;28,7;22;47,9;21;7,1;1,3;
2018-10-29;0;964,9;14,9;36,8;29,4;22,1;43,7;25;7,1;1,4;
2018-10-30;4,2;965,7;18,2;35,6;28,7;22,8;56,6;28;7,2;1,4;
2018-10-31;0;965,7;15,6;36,5;29,7;24,9;45,5;21;7,6;1,7;
2018-11-01;0;965,7;15,1;34,5;28,4;23;46,7;24;7,5;1,5;
2018-11-02;0;964;13,4;37,1;28,6;21,8;43;17;7,9;1,5;
2018-11-03;0;963,5;14;36,9;29,2;22,9;42,9;20;7,2;1,5;
2018-11-04;0;963,2;16,3;36,7;29,7;24,6;47,2;24;7,7;1,5;
2018-11-05;1;963,6;17,7;36,3;28,9;23,7;54,5;26;7;1,2;
2018-11-06;0;963,8;16,4;35,6;29,4;24,6;48,6;27;8,8;1,5;
2018-11-07;1,6;964,6;16,3;35,5;28,6;21,7;50,1;25;6,8;1,6;
2018-11-08;0;964,5;15,6;36,1;29,5;24,8;45,8;23;8,1;2;
2018-11-09;0;964,8;13,6;37,6;29;21,1;42,8;18;11,2;1,5;
2018-11-10;0;963,5;14,1;36,4;29,2;24,1;41,6;23;8,4;1,8;
2018-11-11;0;963,2;12,7;36,9;28,7;20,8;40,3;18;7;1,4;
2018-11-12;0;964,2;13,2;37,5;29,1;22,9;41,3;17;9,2;1,8;
2018-11-13;0;964,3;13,2;37,8;29,9;23,9;40;18;8,5;1,5;
2018-11-14;0;963,8;12,3;37,2;30,6;25,2;35,3;16;8,4;2,1;
2018-11-15;0;963,7;14,6;37,3;30,1;23,2;41,3;23;8,2;1,6;
2018-11-16;0;965,1;13,5;36,3;29,4;21,9;40,1;23;7,4;1,7;
2018-11-17;0;965,7;12,6;37,5;29,9;22,9;37,8;15;8,8;1,9;
2018-11-18;0;965,4;12,8;36;29,2;23,3;39;21;9,9;2,2;
2018-11-19;0;964,9;12,7;36,9;29,3;22,5;39,2;18;10;2,2;
2018-11-20;0;965,1;11,8;37,2;29,9;23,6;36,3;14;9,9;2;
2018-11-21;0;965,1;13,6;37;30,4;23,8;38,6;21;9,3;2,2;
2018-11-22;0;964,8;13,4;37,6;30,2;23,8;39;16;10;2,6;
2018-11-23;0;964,8;14,8;34,9;29,1;23,4;43,6;28;8,4;2;
2018-11-24;3,2;965,5;18,6;33,6;26,6;21,6;65,2;36;9,3;1,6;
2018-11-25;34,2;965;20,1;32,5;26,1;21,6;72,3;37;7,8;1,1;
2018-11-26;4,6;964;18,7;32,4;27,3;22,6;62,8;33;8,4;1,5;
2018-11-27;7,6;964,6;18,6;30,5;25,8;20,8;66,2;44;8,6;2,4;
2018-11-28;0;963,7;15,8;34,9;28,1;22,8;50,3;27;14,5;2,2;
2018-11-29;0;963,5;15,3;35,9;29,4;23,7;45,3;23;8,4;2,2;
2018-11-30;0;964;17;34,2;28;22,9;53,6;29;9,1;1,5;
2018-12-01;0;964;17,2;34,1;28,1;24;53,8;29;9,5;1,4;
2018-12-02;0;963,8;18,9;33,8;28,2;24,9;58,6;36;7,6;1,7;
2018-12-03;,2;962,5;19,2;34,1;27,9;23,2;61,5;35;6,4;1,4;
2018-12-04;0;962,5;19,3;34;26,9;24,3;64,2;37;11,5;1,5;
2018-12-05;0;963,6;19,1;33,5;27,2;23,3;63,7;34;5,8;1,1;
2018-12-06;16,2;966,5;20,3;27,9;24,2;21,5;79,5;56;9,1;1,3;
2018-12-07;5,8;966,7;20,8;30,7;24,7;21,7;79,6;53;6,7;1,2;
2018-12-08;46,2;966,5;20,3;31,7;25,6;20,3;74,5;46;8,2;1,4;
2018-12-09;0;967,5;20,1;32,3;26,4;22,7;70,3;40;8,6;1,3;
2018-12-10;14,4;969,4;20,2;31,4;24,8;21,6;77,5;48;16,4;2;
2018-12-11;16,2;968,6;17,4;32,2;26,7;21,3;58,5;32;9,8;2,3;
2018-12-12;0;967,8;17,1;31,5;26,3;21,5;57,9;37;9,6;2,3;
2018-12-13;0;967;15,9;32,1;26,2;20,1;55;31;9,6;2;
2018-12-14;0;967;17,3;32,9;26,4;21,7;59,3;32;7,6;1,5;
2018-12-15;0;968,2;13,9;33;27;20,4;46,3;27;8,8;2;
2018-12-16;0;968,6;13,2;33,5;27,1;22;43,6;27;7,2;1,8;
2018-12-17;0;967,9;17,2;32,9;26,3;20,8;59,3;33;15,9;1,7;
2018-12-18;25,4;968,3;20,3;30,1;24,9;20,6;77;50;8;1,8;
2018-12-19;1;966,6;17,6;32,4;26,1;21,1;63,1;32;8,6;1,8;
2018-12-20;0;965,8;17,7;32,1;26;19,9;61,9;35;7,6;1,3;
2018-12-21;0;964,9;17,9;32,6;26,4;21,3;61,5;28;7,6;1,2;
2018-12-22;0;964,9;16,7;33,5;26,1;20,4;59,5;24;6,5;1,4;
2018-12-23;0;965,5;18,3;31,4;25,6;20,7;65;46;4;,8;
2018-12-24;62;967,1;20,1;25,8;22,5;19,8;86,7;66;12,8;1,2;
2018-12-25;1,6;965,6;20;30,9;24,5;20,5;78,3;45;6,2;1;
2018-12-26;0;965,6;19,2;30,5;25;20,8;72,5;42;5,7;1,1;
2018-12-27;0;964,7;19,1;31,3;24,8;19,5;72,8;44;5,5;,9;
2018-12-28;0;964,8;19,7;31,6;25,2;20,2;73,5;44;6,8;1;
2018-12-29;0;964,4;19,2;32;25,7;20,1;69,8;40;6,3;1,1;
2018-12-30;0;964,7;19,8;32,5;26;21,4;70,6;39;5;1,1;
2018-12-31;2,4;964,9;20,2;32,1;26,4;22,4;70,2;43;6,7;1,1;
2019-01-01;0;966,5;18,6;33,2;26,7;21,6;64,4;31;7,4;1,2;
2019-01-02;0;966,9;18,3;33,5;27,2;20,6;60,4;32;7,5;1,4;
2019-01-03;0;966,4;17,2;33,3;26,6;19,3;58,8;32;6,4;1,1;
2019-01-04;0;966,7;19,2;33,4;26,6;21,7;66,2;32;7;1,1;
2019-01-05;0;966,3;18,3;32,7;24,7;19,1;69,3;41;10,5;1,2;
2019-01-06;1,4;966,4;19,8;30,7;25,2;21,5;73,2;48;9,2;1;
2019-01-07;0;966,1;20,1;32,4;25,4;22,6;74,6;40;6,6;1,2;
2019-01-08;10,4;966,2;18,8;31,2;26,1;22,8;65;41;7;1,4;
2019-01-09;0;965,2;19;31,6;26,3;22,5;65,7;42;7,9;1,6;
2019-01-10;1;965,4;19,7;31,7;25,5;21,5;73,1;37;7,7;1,4;
2019-01-11;0;965,7;16,8;33,2;27,1;22,3;55,4;30;9,8;1,8;
2019-01-12;0;965,6;15,5;34,8;27,4;20,7;50,7;26;6,7;1,4;
2019-01-13;0;965,8;18,9;33,1;26,6;20,4;64,9;38;6,4;1,4;
2019-01-14;12,4;966,5;21;30,9;25,1;21,2;79,6;52;10,1;,9;
2019-01-15;,2;966,7;18,4;32,5;26,3;21,5;66,1;32;6,8;1,3;
2019-01-16;0;967,5;20;33,3;25,9;22,6;72,4;39;9,2;1,1;
2019-01-17;12;966,5;21,1;31,8;25,7;21;77,8;49;5;1;
2019-01-18;2,2;966,1;21;32,9;25,7;21,4;77,3;44;8,3;1,1;
2019-01-19;2,4;966,3;21,2;31;25,4;21,9;78,8;49;9;1,1;
2019-01-20;6,4;967;21,4;31,3;25,8;21,9;78,4;48;6,8;1,1;
2019-01-21;7,6;967,1;20,4;32,5;26,4;22,5;72,4;40;7,6;1,5;
2019-01-22;1,6;966,6;17,7;33,3;26,4;20,7;63,4;24;7,7;1,4;
2019-01-23;,2;967;20,3;31,3;25,6;21,9;74,3;49;8,8;1,2;
2019-01-24;10,4;966,5;20,7;31,5;25,5;21;77,2;43;7,9;1;
2019-01-25;3,4;965,9;21,3;30,7;25,1;21,8;80,6;56;5,2;1;
2019-01-26;14,2;967;20,2;31,3;25,1;18,6;76,5;43;11,6;1;
2019-01-27;2,8;966,8;19,7;32,4;26;20,7;70,8;36;7,7;1,3;
2019-01-28;3;967,1;19,9;32,1;24,6;19,9;77,5;45;19,5;1,7;
2019-01-29;2,4;966,5;18,4;32,8;25,1;18,3;70,5;36;7,1;1,3;
2019-01-30;2,6;966,1;18,2;32,3;26,5;21,1;62,7;33;7,1;1,5;
2019-01-31;1;965,3;17,8;33,2;26,4;20,5;62,1;33;6,9;1,4;
2019-02-01;0;965,5;19;33,6;27,2;22,7;63;36;5,5;1,3;
2019-02-02;0;965,3;19,8;33,4;27,9;23,3;63,5;37;7,9;1,3;
2019-02-03;0;965,1;19,6;34,2;27,9;23,3;63,2;32;6;1,2;
2019-02-04;0;965,3;19,9;31,4;25,6;20,8;72;47;9,9;1;
2019-02-05;,4;965,1;21;31,3;26;22,6;75,6;49;11;1,1;
2019-02-06;,8;965,2;21,4;31,7;25,5;22,9;79,9;49;11,6;1,1;
2019-02-07;5,6;964;21,2;33,2;26,2;22,3;76,6;41;8,9;1,3;
2019-02-08;0;963,3;20,1;34,2;27,1;22;68,6;40;6,4;1,3;
2019-02-09;0;964;18,4;34,4;27;21,7;63,9;28;7,2;1,4;
2019-02-10;0;964,2;17,4;35,4;27,4;20,9;59,3;26;7,7;1,3;
2019-02-11;0;965,3;17,5;35,4;28,5;24,1;53,7;29;9;1,9;
2019-02-12;0;965;16,3;35,2;28,9;23,1;48,3;30;7,5;1,8;
2019-02-13;0;965,4;19,8;32,4;26,4;22,3;68,7;44;8,5;1;
2019-02-14;1;966,6;20;33,6;25,7;21,7;73,7;33;5,7;1,1;
2019-02-15;0;966,1;19,9;34,1;25,8;20,3;72,3;41;8,2;1,2;
2019-02-16;15,6;966,2;21,2;30,7;25;21,5;80,6;55;8,5;1,1;
2019-02-17;,8;966,3;21,1;32,4;25,9;22,4;76,8;46;12;1,2;
2019-02-18;,4;966,5;20,7;34,8;26,9;22,1;72,3;34;9,4;1,4;
2019-02-19;,4;965,7;20,5;35,2;27,3;22,9;70,7;33;7,7;1,2;
2019-02-20;0;964,8;20,6;34,7;26,6;22,3;72,9;37;20,9;1,2;
2019-02-21;14,8;965,3;21,1;33,6;26,6;22,2;74,4;41;6,6;1,2;
2019-02-22;29,2;966,8;21;30,8;24,9;20,5;80,7;53;13,3;1,2;
2019-02-23;0;965,9;21,2;32,9;25,5;22,4;78,5;48;8,9;1,2;
2019-02-24;5,2;965,6;21,3;30,7;25;21,9;81;55;5,4;1;
2019-02-25;1,6;965,3;21,4;31,7;25,8;23;78,5;49;10,2;,9;
2019-02-26;4,6;965,7;21,2;32,8;26,2;21,8;76,1;46;5,6;1;
2019-02-27;0;966,2;19,9;32,3;26,4;22,4;70,2;35;10,8;1,1;
2019-02-28;0;966,6;18,9;33,2;26,4;21,9;67,7;26;7,6;1,2;
2019-03-01;0;966,9;18,8;34,1;26,1;20,9;67,6;29;7,2;1,1;
2019-03-02;0;967;20,3;30,8;25,7;21,5;73,3;50;5,5;,9;
2019-03-03;3,8;966,6;20,2;29,7;24,6;20,3;77,9;51;4,2;,9;
2019-03-04;,2;967,1;20,7;30,5;25,2;22,2;77,3;52;9,5;1,2;
2019-03-05;,8;967,4;20,7;32,7;24,8;21;80,1;44;12,9;1,5;
2019-03-06;8;967,3;19,1;32,5;26;20,3;69,5;32;7,9;1,4;
2019-03-07;1;967,3;19,7;33,2;26,2;21,9;70,4;38;7,3;1,3;
2019-03-08;4,8;966,7;20,1;33,3;27;22,1;69,2;35;9,6;1,4;
2019-03-09;6,2;965,9;19,5;32,5;26,1;21,6;70,7;32;7,5;1,4;
2019-03-10;0;965,4;17,9;34,4;26,8;20,7;63,8;26;5,4;1;
2019-03-11;,4;965,1;19,8;34,3;26,3;21,3;70,5;35;5,3;,9;
2019-03-12;,4;965,1;19,2;35,9;27,2;22,6;67,6;24;11;1,6;
2019-03-13;7,4;965,7;20,3;32,6;26,2;20,6;73,3;38;8;1,3;
2019-03-14;5,6;965,9;20,8;33;25,4;20,7;77,9;45;11,6;1,2;
2019-03-15;13,2;965,1;20,7;33,2;26;20,8;74,8;42;5,8;1,1;
2019-03-16;0;965,1;19,8;33,1;26,7;23;68,7;37;7,6;1,3;
2019-03-17;0;965,7;19,1;34,1;25,9;20;69,8;31;8,4;1;
2019-03-18;0;965,4;19,9;34;26,9;21,7;68,6;37;9,2;1,2;
2019-03-19;0;964,6;20,4;33,4;26,7;22,6;70,6;40;5,2;1,1;
2019-03-20;0;964;20,6;32,7;26,5;23;71,6;43;6,1;1;
2019-03-21;0;964,4;20,3;33,9;27,2;22,9;68,5;37;5,9;1,3;
2019-03-22;0;965,7;21,3;32;25,8;21,3;77;50;7;1,2;
2019-03-23;,4;966,5;21,9;31,1;25,4;23;82,4;54;6,2;1,1;
2019-03-24;,4;966,6;21,6;30,4;24,6;21,9;84,4;57;6,8;1;
2019-03-25;3,8;965,9;21,2;29,9;24,7;20,9;82,3;58;7,7;,9;
2019-03-26;,6;965,3;20,4;32,6;25,9;21,4;74,9;42;5;1,1;
2019-03-27;,8;966,4;21,3;32,6;25,6;21,2;78,9;46;7,4;1,1;
2019-03-28;,6;967,1;20,7;31,7;25,6;21,4;76,3;45;10,9;1,4;
2019-03-29;,8;966,8;20,7;31,6;26,1;21,6;74,9;46;8;1,4;
2019-03-30;,6;965,9;21,3;32,6;26,9;23,3;73,6;44;10,1;1,3;
2019-03-31;,8;965,9;20,9;31;25,5;21,6;77,1;47;9,1;1,4;
2019-04-01;1;966;21,3;31,6;26,2;22,8;76,5;47;6,6;1,2;
2019-04-02;1;965,7;21,1;32,8;26,3;21,7;75,6;39;7;1,3;
2019-04-03;1;965,4;22;31,7;25,3;23;83,4;52;8,9;1;
2019-04-04;1,6;964,9;21,9;30,1;25,2;21,3;83;61;6,8;1,4;
2019-04-05;1,8;966,2;22;31,6;25,6;22,7;82;51;4,4;,8;
2019-04-06;1,8;967,5;21,3;30,6;24;21,6;85,6;58;8,1;1,3;
2019-04-07;2;967,4;21,1;31,5;25,5;21,6;78,4;47;6,4;1;
2019-04-08;2,6;966,3;21,3;31,8;25,9;22,2;77,5;48;6,3;1,3;
2019-04-09;27,2;965,6;22,1;31,6;25,1;22,3;84,5;54;8,9;,9;
2019-04-10;15,2;965,5;21,6;30,8;25,6;23,1;80,3;52;4,3;1;
2019-04-11;8,8;965,9;21,1;31,7;25,1;21;80,2;49;7;,9;
2019-04-12;0;966,3;21,6;31,2;24,4;21,7;85,1;54;7,4;1;
2019-04-13;,2;965,5;21,9;32,4;25,7;22,7;81,3;46;10,7;1;
2019-04-14;1;965,3;20,5;31,7;25,8;22,5;75,2;40;6,9;1,5;
2019-04-15;,4;966;20,9;31,7;25,3;21,5;78,8;49;5,2;1,1;
2019-04-16;1,8;965,8;20,5;32,4;25,5;20,8;76,3;44;5,6;1,1;
2019-04-17;,6;965,3;20,9;32,1;26,1;22;75,4;44;4,2;,9;
2019-04-18;,4;965,2;21,2;32,5;26,7;22,8;73,5;48;5,7;1;
2019-04-19;,4;965,6;21,7;31,6;25,9;22,2;78,7;52;5;1,1;
2019-04-20;0;965,9;22;32;24,9;22;84,1;54;7,7;,8;
2019-04-21;,2;965,5;21,7;30,8;25;21,7;83;59;6,6;1,1;
2019-04-22;0;965,2;19,3;32;25,9;22,6;70,9;34;7,9;1,5;
2019-04-23;,2;966;20;32,8;25,6;20,9;73,7;44;6,5;1,2;
2019-04-24;,2;966,6;20,7;30,9;25,6;22,7;75,6;51;8,9;1,8;
2019-04-25;1,6;966,8;19,2;30,3;25,7;21,4;68,4;48;8,4;1,8;
2019-04-26;,6;967,1;20;32;25,4;20,8;74,2;47;6,6;1,2;
2019-04-27;,6;966,2;20;32,1;26,2;22,8;70,4;46;6,4;1,5;
2019-04-28;,4;965,5;20,5;33;26,5;21,6;71,2;43;5,7;1,1;
2019-04-29;0;965,2;21,5;32,4;25,6;21,3;79,5;50;5;1,1;
2019-04-30;0;966,5;21,7;31,2;null;22,5;80,5;56;11,5;1,1;
2019-05-01;null;966,7;21,2;31,6;25,5;22,3;79,2;46;6,2;1,1;
2019-05-02;null;966,4;20,2;31,6;25,6;22,1;75;41;6,2;1,4;
2019-05-03;null;966,3;19,3;32;24,9;19,8;74;43;6,8;1,3;
2019-05-04;null;966,3;15,9;31,9;24;17,8;66,5;25;7,4;1,4;
2019-05-05;null;966,1;17,1;31,7;24,5;18,3;66,6;37;7,7;1,4;
2019-05-06;null;966,7;16,3;32,8;25,3;19,5;61,1;29;5,4;1,2;
2019-05-07;null;966,4;17,9;31,9;25;18,8;67,2;40;6,6;1,2;
2019-05-08;null;966,6;20,7;31;25;20;78,3;53;6,5;1;
2019-05-09;null;965,8;20,7;32,1;26,3;22,2;73,3;47;6,8;1,3;
2019-05-10;null;964,7;19,6;31;25,6;21,2;70,9;45;8,1;1,3;
2019-05-11;null;964,8;19,5;31,8;24,8;20,1;74,3;45;6,2;1,1;
2019-05-12;null;965,9;20,3;31,9;25,4;21,2;75,7;45;7,2;1,2;
2019-05-13;null;966,6;20,3;30,1;24,8;20,4;77,4;55;5,1;1,1;
2019-05-14;null;966,5;19,2;32,7;24,6;19;74,1;44;4,7;,9;
2019-05-15;null;966,3;20,4;28,9;24,3;22,1;80,1;52;6,3;1,2;
2019-05-16;null;966,3;20;31,4;24,4;19,8;78,3;49;7,3;1;
2019-05-17;null;966,2;21;26,6;23,1;20,3;88,1;74;5,1;,8;
2019-05-18;null;966,2;21,2;30,7;24,7;21,6;82,3;55;4,5;,8;
2019-05-19;null;966,2;20,7;31,3;25,5;21,1;76,8;46;5;1;
2019-05-20;null;966,3;20,5;30,9;25,1;22;77,3;50;7,9;1,1;
2019-05-21;null;965,8;20,4;30,5;24,3;19,6;79,8;53;5,1;,9;
2019-05-22;null;966,3;20,4;31,1;25,7;20,6;74,5;49;7,1;1,2;
2019-05-23;null;966,3;19,4;32,9;25,8;21,6;71,4;37;6,3;1,2;
2019-05-24;null;966,3;19,1;33;25,4;20,2;71;38;7,9;,9;
2019-05-25;null;966,2;17,7;33,7;25,4;18,9;67,4;29;6,7;1,3;
2019-05-26;null;966,1;17,8;33,4;25,1;18,5;68,1;33;6,7;1,3;
2019-05-27;null;966,6;18,4;32;25,3;20,6;69;36;8,8;1,2;
2019-05-28;null;966,5;18,3;32;25,7;20,7;65,5;41;8,9;1,9;
2019-05-29;null;967;18,7;32,6;25,5;20;68,7;39;7,4;1,3;
2019-05-30;null;966,7;18,3;33,1;25,9;21,2;65,7;35;6,8;1,2;
2019-05-31;null;966,3;19,8;32,2;25,4;21,4;73,7;39;8,1;1,3;
2019-06-01;null;966,3;18,9;32;25,1;20,2;71;39;6,4;1,1;
2019-06-02;,8;966,4;19;32,7;25,4;20,3;71;36;6,5;1,2;
2019-06-03;,4;968,1;15,5;33,1;25,1;18,1;59,1;27;7;1,4;
2019-06-04;,6;968,9;16,2;33;24,3;17,5;64;31;7,1;1,2;
2019-06-05;,4;968,1;14,3;32,8;24,1;17,7;59,3;24;6,3;1,1;
2019-06-06;,2;967,6;17,3;32,8;25,9;19,5;60,7;34;9,2;1,9;
2019-06-07;,2;967,7;17,7;30,7;25,5;20,4;63,2;45;8,6;2,2;
2019-06-08;0;968,2;17,5;31,9;25,7;20,5;62,6;35;10,8;2,3;
2019-06-09;0;968,4;16,9;31,9;25,9;21,8;59,5;31;9,6;2,1;
2019-06-10;0;968,4;17,5;31,3;25,9;20,4;60,7;42;9,5;2,5;
2019-06-11;0;967,9;16,5;32,4;26,4;22,1;56;33;9;2,3;
2019-06-12;0;967,8;16,3;32,6;26,7;21,5;54,8;31;7,9;2,1;
2019-06-13;,2;968,5;18,3;30,3;26,5;23,9;61,3;49;8,2;2;
2019-06-14;null;null;null;30,8;null;23,7;59,1;40;9,6;null;
2019-06-15;null;968,8;15,4;32,1;null;22,2;51,3;32;9,7;2,2;
2019-06-16;0;969,3;15,8;29,3;25,7;22,4;54,5;45;9,8;2,4;
2019-06-17;null;null;null;null;null;22,5;null;53;8,1;null;
2019-06-18;null;null;null;null;null;null;null;52;9;null;
2019-06-19;null;null;null;null;null;null;null;43;7,1;null;
2019-06-20;null;null;null;null;null;null;56,1;39;9;null;
2019-06-21;null;null;null;30,6;null;19,9;51;35;10,2;null;
2019-06-22;0;971,5;16,5;30,3;24,9;21,1;60,5;42;10,4;2,6;
2019-06-23;0;970,2;16,7;31,2;25,1;21;61,5;34;8,5;2,1;
2019-06-24;0;967,8;14,9;31,4;24,7;18,6;58,4;25;7,8;1,5;
2019-06-25;0;967,5;16,3;31,6;24,6;18,8;61,7;34;7,3;1,7;
2019-06-26;0;968,5;14,8;31,3;24,4;18,3;58,6;28;7,3;1,4;
2019-06-27;0;968,9;18,1;30,9;25,1;19,1;65,8;45;12,4;2,4;
2019-06-28;0;968,7;16,6;30,1;24,7;20,8;62,1;40;10;2,3;
